index,vul_code,is_vulnerable,programming_language,method_name,file_name,repo_url,repo_owner,committer,committer_date,commit_msg,cwe_id,cwe_name,cwe_description,cwe_url,cve_id,patch
251,"def test_formats_valid AuthSourceLdap.any_instance.stubs(:valid?).returns(false) put :update, {:id => AuthSourceLdap.first.id, :format => ""weird"", :auth_source_ldap => {:name => AuthSourceLdap.first.name} }, set_session_user assert_response :success wierd_id = ""#{AuthSourceLdap.first.id}.weird"" put :update, {:id => wierd_id, :auth_source_ldap => {:name => AuthSourceLdap.first.name} }, set_session_user assert_response :success parameterized_id = ""#{AuthSourceLdap.first.id}-#{AuthSourceLdap.first.name.parameterize}"" put :update, {:id => parameterized_id, :auth_source_ldap => {:name => AuthSourceLdap.first.name} }, set_session_user assert_response :success end",True,Ruby,test_formats_valid,auth_source_ldaps_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"it ""creates a hostgroup with a parent parameter"" do post :create, {""hostgroup"" => {""name""=>""test_it"", ""parent_id"" => @base.id, :realm_id => realms(:myrealm).id, :group_parameters_attributes => {""0"" => {:name => ""x"", :value =>""overridden"", :_destroy => """"}}}}, set_session_user assert_redirected_to hostgroups_url hostgroup = Hostgroup.unscoped.where(:name => ""test_it"").last as_admin do assert_equal ""overridden"", hostgroup.parameters[""x""] end end"
252,"def test_update_valid AuthSourceLdap.any_instance.stubs(:valid?).returns(true) put :update, {:id => AuthSourceLdap.first, :auth_source_ldap => {:name => AuthSourceLdap.first.name} }, set_session_user assert_redirected_to auth_source_ldaps_url end",True,Ruby,test_update_valid,auth_source_ldaps_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_valid put :update, {:id => hostgroups(:common), :hostgroup => { :name => hostgroups(:common).name }}, set_session_user assert_redirected_to hostgroups_url end"
257,"def user_with_viewer_rights_should_fail_to_edit_a_domain setup_users get :edit, {:id => Domain.first.id} assert @response.status == '403 Forbidden' end",True,Ruby,user_with_viewer_rights_should_fail_to_edit_a_domain,domains_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"it ""updates a hostgroup with a parent parameter"" do child = FactoryGirl.create(:hostgroup, :parent => @base) as_admin do assert_equal ""original"", child.parameters[""x""] end post :update, {""id"" => child.id, ""hostgroup"" => {""name"" => child.name, :group_parameters_attributes => {""0"" => {:name => ""x"", :value =>""overridden"", :_destroy => """"}}}}, set_session_user assert_redirected_to hostgroups_url as_admin do child.reload assert_equal ""overridden"", child.parameters[""x""] end end"
258,"def test_update_invalid Domain.any_instance.stubs(:valid?).returns(false) put :update, {:id => Domain.first.to_param, :domain => {:name => Domain.first.name }}, set_session_user assert_template 'edit' end",True,Ruby,test_update_invalid,domains_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_nest get :nest, {:id => hostgroups(:common).id}, set_session_user assert_template 'new' end"
260,"def test_update_valid Domain.any_instance.stubs(:valid?).returns(true) put :update, {:id => Domain.first.to_param, :domain => {:name => Domain.first.name }}, set_session_user assert_redirected_to domains_url end",True,Ruby,test_update_valid,domains_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_valid Medium.any_instance.stubs(:valid?).returns(true) put :update, {:id => @model, :medium => {:name => ""MyUpdatedMedia""}}, set_session_user assert_redirected_to media_url end"
262,"def test_destroy domain = Domain.first domain.hosts.clear domain.hostgroups.clear domain.subnets.clear delete :destroy, {:id => domain}, set_session_user assert_redirected_to domains_url assert !Domain.exists?(domain.id) end",True,Ruby,test_destroy,domains_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_invalid Medium.any_instance.stubs(:valid?).returns(false) put :update, {:id => @model, :medium => {:name => nil}}, set_session_user assert_template 'edit' end"
266,"def test_edit get :edit, {:id => Hostgroup.first}, set_session_user assert_template 'edit' end",True,Ruby,test_edit,hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_valid Realm.any_instance.stubs(:valid?).returns(true) realm_id = Realm.unscoped.first.id proxy_id = SmartProxy.unscoped.first.id put :update, {:id => realm_id, :realm => { :realm_proxy_id => proxy_id } }, set_session_user assert_equal proxy_id, Realm.unscoped.find(realm_id).realm_proxy_id assert_redirected_to realms_url end"
270,"def test_update_invalid put :update, {:id => Hostgroup.first, :hostgroup => { :name => '' }}, set_session_user assert_template 'edit' end",True,Ruby,test_update_invalid,hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_valid SmartProxy.any_instance.stubs(:valid?).returns(true) put :update, {:id => SmartProxy.unscoped.first, :smart_proxy => {:url => ""http://elsewhere.com:8443""}}, set_session_user assert_equal ""http://elsewhere.com:8443"", SmartProxy.unscoped.first.url assert_redirected_to smart_proxies_url end"
273,"def test_clone get :clone, {:id => Hostgroup.first}, set_session_user assert_template 'new' end",True,Ruby,test_clone,hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_destroy @model.hosts.clear @model.interfaces.clear @model.domains.clear delete :destroy, {:id => @model}, set_session_user assert_redirected_to subnets_url refute Subnet.exists?(@model.id) end"
274,"it ""updates a hostgroup with a parent parameter, allows empty values"" do child = FactoryGirl.create(:hostgroup, :parent => @base) as_admin do assert_equal ""original"", child.parameters[""x""] end post :update, {""id"" => child.id, ""hostgroup"" => {""name"" => child.name, :group_parameters_attributes => {""0"" => {:name => ""x"", :value => """", :_destroy => """"}, ""1"" => {:name => ""y"", :value => ""overridden"", :_destroy => """"}}}}, set_session_user assert_redirected_to hostgroups_url child.reload assert_equal ""overridden"", child.parameters[""y""] assert_equal """", child.parameters[""x""] end",True,Ruby,"""updates a hostgroup with a parent parameter, allows empty values""",hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_valid Subnet.any_instance.stubs(:valid?).returns(true) put :update, {:id => @model, :subnet => {:network => '192.168.100.10'}}, set_session_user assert_equal '192.168.100.10', Subnet.unscoped.find(@model).network assert_redirected_to subnets_url end"
276,"it ""creates a hostgroup with a parent parameter"" do post :create, {""hostgroup"" => {""name""=>""test_it"", ""parent_id"" => @base.id, :realm_id => realms(:myrealm).id, :group_parameters_attributes => {""0"" => {:name => ""x"", :value =>""overridden"", :_destroy => """"}}}}, set_session_user assert_redirected_to hostgroups_url hostgroup = Hostgroup.where(:name => ""test_it"").last assert_equal ""overridden"", hostgroup.parameters[""x""] end",True,Ruby,"""creates a hostgroup with a parent parameter""",hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_should_not_destroy_if_used_by_hosts subnet = subnets(:one) delete :destroy, {:id => subnet}, set_session_user assert_redirected_to subnets_url assert Subnet.unscoped.exists?(subnet.id) end"
277,"def test_update_valid put :update, {:id => Hostgroup.first, :hostgroup => { :name => Hostgroup.first.name }}, set_session_user assert_redirected_to hostgroups_url end",True,Ruby,test_update_valid,hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def test_update_invalid Subnet.any_instance.stubs(:valid?).returns(false) subnet_id = @model put :update, {:id => subnet_id, :subnet => {:network => nil}}, set_session_user assert_template 'edit' end"
278,"it ""updates a hostgroup with a parent parameter"" do child = FactoryGirl.create(:hostgroup, :parent => @base) as_admin do assert_equal ""original"", child.parameters[""x""] end post :update, {""id"" => child.id, ""hostgroup"" => {""name"" => child.name, :group_parameters_attributes => {""0"" => {:name => ""x"", :value =>""overridden"", :_destroy => """"}}}}, set_session_user assert_redirected_to hostgroups_url child.reload assert_equal ""overridden"", child.parameters[""x""] end",True,Ruby,"""updates a hostgroup with a parent parameter""",hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def setup FactoryGirl.create(:host, :location => nil) end"
280,"def test_nest get :nest, {:id => Hostgroup.first.id}, set_session_user assert_template 'new' end",True,Ruby,test_nest,hostgroups_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def setup FactoryGirl.create(:host, :organization => nil) end"
281,"def test_update_valid Medium.any_instance.stubs(:valid?).returns(true) put :update, {:id => Medium.first, :medium => {:name => ""MyUpdatedMedia""}}, set_session_user assert_redirected_to media_url end",True,Ruby,test_update_valid,media_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def seed # Authorisation is disabled usually when run from a rake db:* task User.current = FactoryGirl.build(:user, :admin => true, :organizations => [], :locations => []) load File.expand_path('../../../../db/seeds.rb', __FILE__) end"
284,"def test_update_invalid Medium.any_instance.stubs(:valid?).returns(false) put :update, {:id => Medium.first, :medium => {:name => nil}}, set_session_user assert_template 'edit' end",True,Ruby,test_update_invalid,media_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def fast_forward_to_first_boundary loop do content = @io.read(BUFSIZE) raise EOFError, ""bad content body"" unless content @buf << content while @buf.gsub!(/\A([^\n]*\n)/, '') read_buffer = $1 return if read_buffer == full_boundary end raise EOFError, ""bad content body"" if Utils.bytesize(@buf) >= BUFSIZE end end"
286,"def test_update_valid Realm.any_instance.stubs(:valid?).returns(true) put :update, {:id => Realm.first.name, :realm => { :realm_proxy_id => SmartProxy.first.id } }, set_session_user assert_equal SmartProxy.first.id, Realm.first.realm_proxy_id assert_redirected_to realms_url end",True,Ruby,test_update_valid,realms_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def digest_match?(data, digest) return unless data && digest @secrets.any? do |secret| Rack::Utils.secure_compare(digest, generate_hmac(data, secret)) end end"
288,"def test_update_valid SmartProxy.any_instance.stubs(:valid?).returns(true) put :update, {:id => SmartProxy.first,:smart_proxy => {:url => ""http://elsewhere.com:8443""}}, set_session_user assert_equal ""http://elsewhere.com:8443"", SmartProxy.first.url assert_redirected_to smart_proxies_url end",True,Ruby,test_update_valid,smart_proxies_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def _call(env) unless ALLOWED_VERBS.include? env[""REQUEST_METHOD""] return fail(405, ""Method Not Allowed"") end path_info = Utils.unescape(env[""PATH_INFO""]) parts = path_info.split SEPS clean = [] parts.each do |part| next if part.empty? || part == '.' part == '..' ? clean.pop : clean << part end @path = F.join(@root, *clean) available = begin F.file?(@path) && F.readable?(@path) rescue SystemCallError false end if available serving(env) else fail(404, ""File not found: #{path_info}"") end end"
292,"def test_destroy subnet = Subnet.first subnet.hosts.clear subnet.interfaces.clear subnet.domains.clear delete :destroy, {:id => subnet}, set_session_user assert_redirected_to subnets_url assert !Subnet.exists?(subnet.id) end",True,Ruby,test_destroy,subnets_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"it 'should only print each format once with an exception' do lambda do @klass.format :foobar end.should raise_error(HTTParty::UnsupportedFormat, ""':foobar' Must be one of: html, json, plain, xml"") end"
293,"def test_update_valid Subnet.any_instance.stubs(:valid?).returns(true) put :update, {:id => Subnet.first, :subnet => {:network => '192.168.100.10'}}, set_session_user assert_equal '192.168.100.10', Subnet.first.network assert_redirected_to subnets_url end",True,Ruby,test_update_valid,subnets_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def render_step(the_step, options = {}) if the_step.nil? || the_step.to_s == Wicked::FINISH_STEP redirect_to_finish_wizard options else render ERB::Util.url_encode(the_step), options end end"
294,"def test_should_not_destroy_if_used_by_hosts subnet = subnets(:one) delete :destroy, {:id => subnet}, set_session_user assert_redirected_to subnets_url assert Subnet.exists?(subnet.id) end",True,Ruby,test_should_not_destroy_if_used_by_hosts,subnets_controller_test.rb,https://github.com/theforeman/foreman,theforeman,Tomer Brisker,2017-02-22 10:26:06+02:00,"Fixes #16982 - Scope properly when no taxonomies are set

The default scope for hosts and other objects did not restrict
properly by taxonomies. An user without organizations or
locations, could do anything it's permissions allow to.
The list of hosts was unrestricted and showed hosts in
any location or organization.

This is fixed to work so that:

Users without taxonomies, when set to 'any context' cannot see
anything (at all)

Users with taxonomies, when set to 'any context' can see
everything within all of their taxonomies context (including
children taxonomies).

Admins set to 'any context' can see everything - regardless
of whether it has a taxonomy or not.

Users or admins set to some organization/location scope
can only see stuff within scope.",CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/data/definitions/200.html,CVE-2016-7078,"def create File.open(resource[:path], ""w"", mode) { |f| f << expected_content } end"
